filename,journal,year,paper_uuid,pred_label,reasoning,raw_response
EBSCO-FullText-04_17_2026 (17).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (17),0,"The paper focuses on authority within organizations, adopting a performative perspective, and does not explicitly address inter-organizational relations or external resource management from a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on authority within organizations, adopting a performative perspective, and does not explicitly address inter-organizational relations or external resource management from a managerial viewpoint."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (18).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (18),1,"The paper focuses on resource mobilization by new firms through signaling, which involves inter-organizational relations and adopts a managerial viewpoint, with explicit theory development on the effectiveness of signals and media attention.","{
    ""reasoning"": ""The paper focuses on resource mobilization by new firms through signaling, which involves inter-organizational relations and adopts a managerial viewpoint, with explicit theory development on the effectiveness of signals and media attention."",
    ""decision"": 1
}"
EBSCO-FullText-04_17_2026 (19).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (19),0,"The paper focuses on internal corporate management, specifically on formal hierarchical structures and team performance, which does not meet the topic criterion of inter-organizational relations.","{
    ""reasoning"": ""The paper focuses on internal corporate management, specifically on formal hierarchical structures and team performance, which does not meet the topic criterion of inter-organizational relations."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (2).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (2),0,"The paper focuses on internal kin ties within new firms, which does not align with the topic of inter-organizational relations, and thus does not meet the inclusion criteria.","{
    ""reasoning"": ""The paper focuses on internal kin ties within new firms, which does not align with the topic of inter-organizational relations, and thus does not meet the inclusion criteria."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (20).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (20),0,"The paper focuses on organizational reputation and its effects on media coverage, which is not directly related to inter-organizational relations, and does not explicitly involve theory development or testing from a managerial viewpoint on such relations.","{
    ""reasoning"": ""The paper focuses on organizational reputation and its effects on media coverage, which is not directly related to inter-organizational relations, and does not explicitly involve theory development or testing from a managerial viewpoint on such relations."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (21).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (21),0,"The paper focuses on individual performance under low expectations within an organizational context, lacking a clear emphasis on inter-organizational relations or a managerial viewpoint on such relations.","{
    ""reasoning"": ""The paper focuses on individual performance under low expectations within an organizational context, lacking a clear emphasis on inter-organizational relations or a managerial viewpoint on such relations."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (22).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (22),0,"The paper focuses on institutional work and the spatial perspective of disruptive and defensive institutional work, which does not explicitly involve inter-organizational relations or a managerial viewpoint, thus not meeting the inclusion criteria.","{
    ""reasoning"": ""The paper focuses on institutional work and the spatial perspective of disruptive and defensive institutional work, which does not explicitly involve inter-organizational relations or a managerial viewpoint, thus not meeting the inclusion criteria."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (23).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (23),0,"The paper focuses on internal team dynamics and demographic dissimilarity, which does not align with the topic of inter-organizational relations, and thus does not meet the inclusion criteria.","{
    ""reasoning"": ""The paper focuses on internal team dynamics and demographic dissimilarity, which does not align with the topic of inter-organizational relations, and thus does not meet the inclusion criteria."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (24).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (24),0,"The paper focuses on the reputational penalties for directors linked to corporate fraud, which is more related to internal corporate governance rather than inter-organizational relations, and does not explicitly involve theory development or testing from a managerial viewpoint on external resource management.","{
    ""reasoning"": ""The paper focuses on the reputational penalties for directors linked to corporate fraud, which is more related to internal corporate governance rather than inter-organizational relations, and does not explicitly involve theory development or testing from a managerial viewpoint on external resource management."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (25).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (25),0,"The paper focuses on internal team dynamics and employee voice, which does not meet the topic criterion of inter-organizational relations, and thus does not align with the 'External Resource Management' literature review.","{
    ""reasoning"": ""The paper focuses on internal team dynamics and employee voice, which does not meet the topic criterion of inter-organizational relations, and thus does not align with the 'External Resource Management' literature review."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (26).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (26),0,"The paper does not focus on inter-organizational relations but rather on corporate social responsibility and optimal distinctiveness from a general management perspective, lacking a clear emphasis on buyer-supplier relationships, strategic alliances, or supply chain networks.","{
    ""reasoning"": ""The paper does not focus on inter-organizational relations but rather on corporate social responsibility and optimal distinctiveness from a general management perspective, lacking a clear emphasis on buyer-supplier relationships, strategic alliances, or supply chain networks."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (27).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (27),0,"The paper focuses on internal corporate management, specifically employee perceptions of fairness and social comparisons, without involving inter-organizational relations or adopting a managerial viewpoint on external resource management.","{
    ""reasoning"": ""The paper focuses on internal corporate management, specifically employee perceptions of fairness and social comparisons, without involving inter-organizational relations or adopting a managerial viewpoint on external resource management."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (28).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (28),0,"The paper focuses on intraorganizational networks and individual networking behavior within a company, which does not align with the inter-organizational relations topic, and thus does not meet the inclusion criteria.","{
    ""reasoning"": ""The paper focuses on intraorganizational networks and individual networking behavior within a company, which does not align with the inter-organizational relations topic, and thus does not meet the inclusion criteria."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (29).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (29),0,"The paper focuses on internal corporate management, specifically on pay grade dissimilarity and its effects on team members, which does not meet the topic criterion of inter-organizational relations.","{
    ""reasoning"": ""The paper focuses on internal corporate management, specifically on pay grade dissimilarity and its effects on team members, which does not meet the topic criterion of inter-organizational relations."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (3).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (3),0,The paper focuses on individual identity transformation after incarceration and does not explicitly address inter-organizational relations or adopt a managerial viewpoint.,"{
    ""reasoning"": ""The paper focuses on individual identity transformation after incarceration and does not explicitly address inter-organizational relations or adopt a managerial viewpoint."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (30).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (30),1,"The paper focuses on intercultural conflict in creative collaboration, which is a form of inter-organizational relation, and involves theory development on how gender dynamics influence the link between conflict and collaboration effectiveness from a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on intercultural conflict in creative collaboration, which is a form of inter-organizational relation, and involves theory development on how gender dynamics influence the link between conflict and collaboration effectiveness from a managerial viewpoint."",
    ""decision"": 1
}"
EBSCO-FullText-04_17_2026 (31).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (31),0,"The paper focuses on business model innovation in young ventures, which does not explicitly involve inter-organizational relations, and thus does not meet the topic criterion for inclusion in the 'External Resource Management' literature review.","{
    ""reasoning"": ""The paper focuses on business model innovation in young ventures, which does not explicitly involve inter-organizational relations, and thus does not meet the topic criterion for inclusion in the 'External Resource Management' literature review."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (32).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (32),0,"The paper focuses on entrepreneurial endeavors and legitimacy spillovers on a crowdfunding platform, which does not directly relate to inter-organizational relations or adopt a managerial viewpoint in the context of external resource management.","{
    ""reasoning"": ""The paper focuses on entrepreneurial endeavors and legitimacy spillovers on a crowdfunding platform, which does not directly relate to inter-organizational relations or adopt a managerial viewpoint in the context of external resource management."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (33).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (33),0,"The paper focuses on internal corporate management, specifically CEO power and its impact on R&D search, which does not meet the topic criterion of inter-organizational relations.","{
    ""reasoning"": ""The paper focuses on internal corporate management, specifically CEO power and its impact on R&D search, which does not meet the topic criterion of inter-organizational relations."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (34).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (34),0,"The paper does not focus on inter-organizational relations and does not adopt a managerial viewpoint, instead exploring social status and punishment in a general context.","{
    ""reasoning"": ""The paper does not focus on inter-organizational relations and does not adopt a managerial viewpoint, instead exploring social status and punishment in a general context."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (35).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (35),0,"The paper focuses on work-nonwork boundaries and relational dynamics within couples in a specific organizational context, which does not align with the topic of inter-organizational relations, and adopts a perspective more related to individual and family dynamics than a managerial viewpoint in the context of external resource management.","{
    ""reasoning"": ""The paper focuses on work-nonwork boundaries and relational dynamics within couples in a specific organizational context, which does not align with the topic of inter-organizational relations, and adopts a perspective more related to individual and family dynamics than a managerial viewpoint in the context of external resource management."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (36).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (36),1,"The paper focuses on inter-organizational relations, specifically how new ventures manage identification relationships with stakeholders, and involves theory development through a qualitative process study, adopting a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on inter-organizational relations, specifically how new ventures manage identification relationships with stakeholders, and involves theory development through a qualitative process study, adopting a managerial viewpoint."",
    ""decision"": 1
}"
EBSCO-FullText-04_17_2026 (37).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (37),0,"The paper focuses on internal corporate management, specifically on employee creativity and the impact of negative feedback, which does not meet the topic criterion of inter-organizational relations.","{
    ""reasoning"": ""The paper focuses on internal corporate management, specifically on employee creativity and the impact of negative feedback, which does not meet the topic criterion of inter-organizational relations."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (38).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (38),0,The paper does not focus on inter-organizational relations and lacks explicit theory development or testing from a managerial viewpoint on such relations.,"{
    ""reasoning"": ""The paper does not focus on inter-organizational relations and lacks explicit theory development or testing from a managerial viewpoint on such relations."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (39).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (39),1,"The paper investigates the costs of discontinued ties in venture capital investments, focusing on inter-organizational relations and adopting a managerial viewpoint with theory development.","{
    ""reasoning"": ""The paper investigates the costs of discontinued ties in venture capital investments, focusing on inter-organizational relations and adopting a managerial viewpoint with theory development."",
    ""decision"": 1
}"
EBSCO-FullText-04_17_2026 (4).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (4),1,"The paper focuses on institutional renewal and custodianship in the context of public water services, which involves inter-organizational relations between the Detroit Water and Sewerage Department, community leaders, and other stakeholders, and adopts a managerial viewpoint by examining the role of custodians in renewing neglected institutions.","{
    ""reasoning"": ""The paper focuses on institutional renewal and custodianship in the context of public water services, which involves inter-organizational relations between the Detroit Water and Sewerage Department, community leaders, and other stakeholders, and adopts a managerial viewpoint by examining the role of custodians in renewing neglected institutions."",
    ""decision"": 1
}"
EBSCO-FullText-04_17_2026 (40).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (40),0,"The paper focuses on internal corporate management, specifically founder CEO succession, and does not explicitly involve inter-organizational relations or adopt a perspective on external resource management.","{
    ""reasoning"": ""The paper focuses on internal corporate management, specifically founder CEO succession, and does not explicitly involve inter-organizational relations or adopt a perspective on external resource management."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (41).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (41),0,"The paper focuses on internal strategy implementation and legitimacy within an organization, which does not align with the inter-organizational relations topic required for inclusion.","{
    ""reasoning"": ""The paper focuses on internal strategy implementation and legitimacy within an organization, which does not align with the inter-organizational relations topic required for inclusion."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (42).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (42),0,"The paper focuses on internal corporate management, specifically the impact of slack resources on firm performance, and does not explicitly address inter-organizational relations.","{
    ""reasoning"": ""The paper focuses on internal corporate management, specifically the impact of slack resources on firm performance, and does not explicitly address inter-organizational relations."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (43).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (43),0,"The paper is an editorial introduction and does not involve theory development or testing, nor does it focus on inter-organizational relations from a managerial viewpoint.","{
    ""reasoning"": ""The paper is an editorial introduction and does not involve theory development or testing, nor does it focus on inter-organizational relations from a managerial viewpoint."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (44).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (44),0,"The paper does not focus on inter-organizational relations and lacks a managerial viewpoint on external resource management, instead concentrating on organizational learning and strategic decision making from an internal corporate management perspective.","{
    ""reasoning"": ""The paper does not focus on inter-organizational relations and lacks a managerial viewpoint on external resource management, instead concentrating on organizational learning and strategic decision making from an internal corporate management perspective."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (45).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (45),0,"The paper focuses on internal HR and employee mobility, which is purely internal corporate management and does not involve inter-organizational relations from a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on internal HR and employee mobility, which is purely internal corporate management and does not involve inter-organizational relations from a managerial viewpoint."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (46).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (46),0,"The paper focuses on internal corporate management, specifically the effects of diversity in top and middle management teams on firm innovation, which does not meet the topic criterion of inter-organizational relations.","{
    ""reasoning"": ""The paper focuses on internal corporate management, specifically the effects of diversity in top and middle management teams on firm innovation, which does not meet the topic criterion of inter-organizational relations."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (47).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (47),0,"The paper focuses on founder exit via initial public offerings, which is an internal corporate management issue and does not involve inter-organizational relations.","{
    ""reasoning"": ""The paper focuses on founder exit via initial public offerings, which is an internal corporate management issue and does not involve inter-organizational relations."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (48).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (48),0,"The paper focuses on internal team dynamics and narcissism's impact on team performance, which does not involve inter-organizational relations, and thus does not meet the topic criterion for inclusion in the 'External Resource Management' literature review.","{
    ""reasoning"": ""The paper focuses on internal team dynamics and narcissism's impact on team performance, which does not involve inter-organizational relations, and thus does not meet the topic criterion for inclusion in the 'External Resource Management' literature review."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (49).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (49),0,"The paper focuses on internal corporate governance and agency theory, which does not meet the topic criteria of inter-organizational relations.","{
    ""reasoning"": ""The paper focuses on internal corporate governance and agency theory, which does not meet the topic criteria of inter-organizational relations."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (5).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (5),1,"The paper focuses on the influence of institutional investor activism on firms, which is an inter-organizational relation, and develops theory about how firms respond to the threat of activism, thus meeting the inclusion criteria.","{
    ""reasoning"": ""The paper focuses on the influence of institutional investor activism on firms, which is an inter-organizational relation, and develops theory about how firms respond to the threat of activism, thus meeting the inclusion criteria."",
    ""decision"": 1
}"
EBSCO-FullText-04_17_2026 (50).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (50),0,"The paper focuses on internal team dynamics and relational change within an organization, which does not align with the inter-organizational relations topic, and thus does not meet the inclusion criteria.","{
    ""reasoning"": ""The paper focuses on internal team dynamics and relational change within an organization, which does not align with the inter-organizational relations topic, and thus does not meet the inclusion criteria."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (51).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (51),0,"The paper does not focus on inter-organizational relations and lacks explicit theory development or testing from a managerial viewpoint, instead discussing the importance of research interestingness versus importance in a general management context.","{
    ""reasoning"": ""The paper does not focus on inter-organizational relations and lacks explicit theory development or testing from a managerial viewpoint, instead discussing the importance of research interestingness versus importance in a general management context."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (52).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (52),0,The paper does not focus on inter-organizational relations and is a retraction notice rather than a research paper on external resource management.,"{
    ""reasoning"": ""The paper does not focus on inter-organizational relations and is a retraction notice rather than a research paper on external resource management."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (53).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (53),1,"The paper focuses on the relationship between government initiatives and firm corporate social responsibility, which involves inter-organizational relations between firms and government institutions, and adopts a managerial viewpoint by examining the role of CSR agents inside and outside firms.","{
    ""reasoning"": ""The paper focuses on the relationship between government initiatives and firm corporate social responsibility, which involves inter-organizational relations between firms and government institutions, and adopts a managerial viewpoint by examining the role of CSR agents inside and outside firms."",
    ""decision"": 1
}"
EBSCO-FullText-04_17_2026 (54).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (54),1,"The paper focuses on inter-organizational relations, specifically firms' reactions to exchange partner misconduct, and involves theory development by integrating and extending existing theories from a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on inter-organizational relations, specifically firms' reactions to exchange partner misconduct, and involves theory development by integrating and extending existing theories from a managerial viewpoint."",
    ""decision"": 1
}"
EBSCO-FullText-04_17_2026 (55).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (55),0,The paper does not focus on inter-organizational relations but rather on the historical origins of firm ownership structure and its relation to institutions and social capital.,"{
    ""reasoning"": ""The paper does not focus on inter-organizational relations but rather on the historical origins of firm ownership structure and its relation to institutions and social capital."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (56).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (56),0,"The paper focuses on internal corporate management, specifically employee motivation and productivity, without explicitly addressing inter-organizational relations or adopting a managerial viewpoint on external resource management.","{
    ""reasoning"": ""The paper focuses on internal corporate management, specifically employee motivation and productivity, without explicitly addressing inter-organizational relations or adopting a managerial viewpoint on external resource management."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (57).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (57),1,"The paper focuses on inter-organizational relations, specifically buyer-supplier relationships and role deviations in the Champagne grape market, and involves theory development through quantitative and interpretivist studies from a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on inter-organizational relations, specifically buyer-supplier relationships and role deviations in the Champagne grape market, and involves theory development through quantitative and interpretivist studies from a managerial viewpoint."",
    ""decision"": 1
}"
EBSCO-FullText-04_17_2026 (58).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (58),1,"The paper examines the influence of target corporate social responsibility on market reactions to acquisition announcements from a stakeholder preservation and appropriation perspective, which involves theory development and testing in the context of inter-organizational relations.","{
    ""reasoning"": ""The paper examines the influence of target corporate social responsibility on market reactions to acquisition announcements from a stakeholder preservation and appropriation perspective, which involves theory development and testing in the context of inter-organizational relations."",
    ""decision"": 1
}"
EBSCO-FullText-04_17_2026 (59).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (59),0,"The paper focuses on internal corporate management, specifically CEO succession and social influence behaviors, which does not meet the topic criteria of inter-organizational relations.","{
    ""reasoning"": ""The paper focuses on internal corporate management, specifically CEO succession and social influence behaviors, which does not meet the topic criteria of inter-organizational relations."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (6).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (6),0,"The paper focuses on customer volunteering and corporate reputation, which is more related to B2C market research and internal corporate management rather than inter-organizational relations, and does not explicitly involve theory development or testing from a managerial viewpoint on inter-organizational relations.","{
    ""reasoning"": ""The paper focuses on customer volunteering and corporate reputation, which is more related to B2C market research and internal corporate management rather than inter-organizational relations, and does not explicitly involve theory development or testing from a managerial viewpoint on inter-organizational relations."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (60).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (60),0,"The paper focuses on practice implementation within a large firm and its subsidiaries, which is not directly related to inter-organizational relations, and does not explicitly involve buyer-supplier relationships, strategic alliances, or supply chain networks from a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on practice implementation within a large firm and its subsidiaries, which is not directly related to inter-organizational relations, and does not explicitly involve buyer-supplier relationships, strategic alliances, or supply chain networks from a managerial viewpoint."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (61).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (61),0,"The paper focuses on the influence of CEOs' personality traits on market perceptions and firm outcomes, which is an internal corporate management topic and does not involve inter-organizational relations.","{
    ""reasoning"": ""The paper focuses on the influence of CEOs' personality traits on market perceptions and firm outcomes, which is an internal corporate management topic and does not involve inter-organizational relations."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (62).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (62),0,"The paper focuses on internal organizational change and transformation of a state-owned enterprise, without explicitly addressing inter-organizational relations or adopting a managerial viewpoint on such relations.","{
    ""reasoning"": ""The paper focuses on internal organizational change and transformation of a state-owned enterprise, without explicitly addressing inter-organizational relations or adopting a managerial viewpoint on such relations."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (63).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (63),1,"The paper examines how organizations challenge guarded institutions through inter-organizational relations and grassroots activism, adopting a managerial viewpoint and involving theory development.","{
    ""reasoning"": ""The paper examines how organizations challenge guarded institutions through inter-organizational relations and grassroots activism, adopting a managerial viewpoint and involving theory development."",
    ""decision"": 1
}"
EBSCO-FullText-04_17_2026 (64).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (64),0,"The paper focuses on internal corporate management, specifically board turnover and corporate social responsibility, without explicitly addressing inter-organizational relations or adopting a managerial viewpoint on external resource management.","{
    ""reasoning"": ""The paper focuses on internal corporate management, specifically board turnover and corporate social responsibility, without explicitly addressing inter-organizational relations or adopting a managerial viewpoint on external resource management."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (65).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (65),0,The paper does not focus on inter-organizational relations and is a retraction notice rather than a research paper on external resource management.,"{
    ""reasoning"": ""The paper does not focus on inter-organizational relations and is a retraction notice rather than a research paper on external resource management."",
    ""decision"": 0
}"
EBSCO-FullText-04_17_2026 (7).md,Academy_of_Management_Journal,2020,EBSCO-FullText-04_17_2026 (7),0,"The paper focuses on team member influence within geographically diverse teams, which does not directly relate to inter-organizational relations, and adopts a more internal organizational perspective rather than a managerial viewpoint on external resource management.","{
    ""reasoning"": ""The paper focuses on team member influence within geographically diverse teams, which does not directly relate to inter-organizational relations, and adopts a more internal organizational perspective rather than a managerial viewpoint on external resource management."",
    ""decision"": 0
}"
